股票代码,最新时间,当前价格,趋势代码,趋势名称,key_high,key_low,n_low,n_high,rally_high,rally_low,secondary_low,secondary_high,break_low,break_high
603281SH,2026-03-27 14:59:00,32.67,up_rally,回升,34.73,26.27,29.2,28.26,33.12,26.49,29.43,28.25,29.2,29.05
603290SH,2026-03-27 14:59:00,109.1,down_secondary,次级回升,117.06,96.0,100.29,114.67,110.98,99.9,100.3,112.72,97.38,105.88
603296SH,2026-03-27 14:59:00,84.74,down_secondary,次级回升,111.03,80.84,101.28,93.25,110.18,81.18,101.6,92.84,98.37,74.73
603291SH,2026-03-27 14:59:00,12.17,down_secondary,次级回升,13.16,9.38,11.58,12.97,12.85,10.44,11.59,12.46,11.25,12.2
603284SH,2026-03-27 14:59:00,45.16,down,下跌趋势,72.0,43.9,66.92,51.67,75.13,47.1,66.92,48.54,66.92,
603283SH,2026-03-27 14:59:00,43.1,down_rally,回撤,57.69,40.56,46.51,44.78,52.92,41.31,46.52,42.09,45.56,49.08
603285SH,2026-03-27 14:59:00,31.12,down_secondary,次级回升,39.47,28.29,34.77,33.2,39.0,30.5,34.9,32.37,33.83,33.2
603286SH,2026-03-27 14:59:00,57.56,down_natural,自然回升,76.0,51.88,57.8,57.92,64.42,68.2,57.81,72.49,56.44,74.2
603289SH,2026-03-27 14:59:00,10.73,down_natural,自然回升,11.99,9.72,10.89,10.98,11.68,10.76,10.92,11.42,10.57,11.69
603288SH,2026-03-27 14:59:00,39.8,up,上升趋势,40.1,34.83,36.14,38.18,39.72,35.25,,38.17,42.2,39.2
603271SH,2026-03-27 14:59:00,44.29,down_natural,自然回升,53.09,39.09,49.5,44.83,52.86,44.01,49.6,47.8,48.35,
603278SH,2026-03-27 14:59:00,10.81,down_natural,自然回升,17.99,10.2,16.42,11.0,17.65,12.1,16.44,12.21,16.05,17.49
603282SH,2026-03-27 14:59:00,20.26,up_rally,回升,24.4,18.23,18.72,23.53,20.65,20.8,,23.46,18.54,24.16
603297SH,2026-03-27 14:59:00,102.4,down_natural,自然回升,129.8,98.54,113.34,104.93,125.5,99.35,113.36,106.8,110.0,110.0
603298SH,2026-03-27 14:59:00,24.83,up_rally,回升,31.43,15.91,23.25,20.28,25.96,18.12,26.1,20.24,27.34,20.88
603299SH,2026-03-27 14:59:00,11.82,down_natural,自然回升,12.65,10.61,11.8,12.04,12.75,10.78,11.82,11.88,11.45,12.29
603300SH,2026-03-27 14:59:00,6.88,down_rally,回撤,8.57,6.56,7.56,7.26,8.24,6.74,7.57,6.78,7.39,7.96
603303SH,2026-03-27 14:59:00,13.87,up_rally,回升,15.88,12.53,13.03,13.49,14.18,12.59,14.07,13.4,14.48,13.9
603279SH,2026-03-27 14:59:00,16.68,down_natural,自然回升,21.73,15.8,18.57,16.98,19.77,16.55,18.57,17.57,18.02,17.97
603301SH,2026-03-27 14:59:00,93.98,up_secondary,次级回撤,98.49,62.14,88.2,69.31,96.0,64.9,88.3,69.27,66.17,71.34
603305SH,2026-03-27 14:59:00,14.35,down_natural,自然回升,22.45,13.46,18.24,14.65,21.75,14.88,18.25,15.08,17.74,16.36
603307SH,2026-03-27 14:59:00,37.95,down_natural,自然回升,49.0,35.46,42.56,38.68,46.94,37.5,42.78,40.89,41.44,34.8
603306SH,2026-03-27 14:59:00,76.38,down_rally,回撤,95.48,71.58,85.41,79.2,90.86,74.0,85.41,74.03,83.51,82.86
603310SH,2026-03-27 14:59:00,16.08,down,下跌趋势,21.19,15.5,19.72,18.04,21.15,16.74,19.76,16.95,19.2,21.18
603312SH,2026-03-27 14:59:00,43.67,down,下跌趋势,53.34,42.04,49.51,46.88,52.5,43.12,49.51,43.99,48.22,50.5
603308SH,2026-03-27 14:59:00,62.37,down_rally,回撤,76.94,57.01,62.0,65.0,70.15,60.08,62.01,60.98,60.29,46.71
603309SH,2026-03-27 14:59:00,15.67,up_rally,回升,16.42,9.86,13.98,15.11,15.92,13.75,,15.1,12.24,15.52
603311SH,2026-03-27 14:59:00,16.44,up_rally,回升,17.55,7.79,14.16,10.87,16.59,10.07,15.37,10.86,9.8,11.19
603313SH,2026-03-27 14:59:00,8.33,down_natural,自然回升,10.77,7.67,9.09,8.38,10.0,8.7,9.1,8.7,8.83,10.18
603315SH,2026-03-27 14:59:00,14.1,down_natural,自然回升,17.95,13.3,15.13,14.56,16.86,15.56,15.15,16.56,14.8,17.06
603317SH,2026-03-27 14:59:00,12.36,up_break,破碎,14.91,10.5,12.1,12.34,13.1,10.79,12.13,12.33,11.8,12.52
603318SH,2026-03-27 14:59:00,8.39,down_natural,自然回升,11.0,7.67,8.41,8.49,9.76,7.72,8.45,7.72,8.18,7.09
603320SH,2026-03-27 14:59:00,20.28,down_natural,自然回升,26.48,18.8,23.6,20.49,25.94,21.28,23.68,23.6,23.03,24.49
603319SH,2026-03-27 14:59:00,31.84,down_rally,回撤,41.41,31.33,35.85,34.21,39.99,31.51,35.87,31.63,34.8,38.88
603322SH,2026-03-27 14:59:00,30.46,down_natural,自然回升,55.31,28.53,38.0,31.32,42.85,28.78,38.02,28.9,36.9,50.66
603321SH,2026-03-27 14:59:00,7.27,down_natural,自然回升,8.7,6.64,7.22,7.34,8.63,7.44,7.23,7.97,7.05,8.2
603325SH,2026-03-27 14:59:00,71.71,down_natural,自然回升,108.99,69.61,84.0,74.18,101.11,73.0,84.16,73.0,81.56,
603323SH,2026-03-27 14:59:00,4.9,down_natural,自然回升,6.26,4.7,5.5,4.99,5.97,4.9,5.51,4.9,5.34,5.04
603327SH,2026-03-27 14:59:00,9.02,down,下跌趋势,14.94,8.7,12.6,10.32,13.43,9.63,12.6,9.7,12.31,11.75
603332SH,2026-03-27 14:59:00,12.92,up_secondary,次级回撤,15.49,12.74,11.5,14.9,13.77,13.56,12.61,14.85,13.58,15.09
603328SH,2026-03-27 14:59:00,11.58,down_natural,自然回升,13.45,10.72,11.51,11.91,12.96,10.67,11.83,11.53,11.17,11.9
603330SH,2026-03-27 14:59:00,6.79,down_natural,自然回升,8.77,6.34,7.02,6.92,8.53,6.32,7.03,7.05,6.88,7.25
603316SH,2026-03-27 14:59:00,14.53,down,下跌趋势,17.3,14.08,14.9,15.96,17.13,14.29,15.0,15.0,14.46,15.53
603326SH,2026-03-27 14:59:00,8.92,down_natural,自然回升,10.5,8.28,9.3,9.08,9.99,8.3,9.31,8.33,9.09,9.95
603337SH,2026-03-27 14:59:00,39.14,down,下跌趋势,50.5,38.2,44.6,46.95,47.97,39.77,44.63,44.11,43.28,47.0
603341SH,2026-03-27 14:59:00,38.16,down_natural,自然回升,53.57,36.59,45.98,38.89,48.94,40.56,45.98,41.08,44.66,48.45
603331SH,2026-03-27 14:59:00,14.89,down_rally,回撤,21.78,14.13,19.9,15.31,21.78,14.3,19.99,14.3,19.9,17.49
603335SH,2026-03-27 14:59:00,5.9,up_rally,回升,6.56,5.4,5.18,5.85,5.93,5.5,5.32,5.84,5.18,5.98
603333SH,2026-03-27 14:59:00,7.84,up_rally,回升,9.22,7.83,7.23,8.93,8.01,8.31,,8.92,7.98,9.13
603336SH,2026-03-27 14:59:00,8.77,down_natural,自然回升,10.55,8.09,9.41,8.78,10.05,8.43,9.43,9.16,9.13,9.45
603324SH,2026-03-27 14:59:00,25.5,down_break,破碎,28.31,22.61,26.22,25.33,27.88,22.75,26.22,25.2,25.46,25.5
603344SH,2026-03-27 14:59:00,27.45,up_rally,回升,39.36,24.28,25.4,35.49,27.87,31.57,,35.0,28.3,35.8
603334SH,2026-03-27 14:59:00,51.46,down_natural,自然回升,60.99,47.01,52.4,53.16,57.57,,52.41,,50.91,
603329SH,2026-03-27 14:59:00,10.43,down_natural,自然回升,17.52,9.62,14.25,10.59,15.17,10.51,14.25,11.98,14.25,12.68
603352SH,2026-03-27 14:59:00,37.74,down,下跌趋势,64.88,37.2,51.0,46.35,56.65,38.92,52.43,43.3,51.0,62.85
603338SH,2026-03-27 14:59:00,49.25,down_natural,自然回升,64.6,46.88,54.0,49.88,62.49,50.1,54.04,50.96,52.8,53.15
603356SH,2026-03-27 14:59:00,16.45,up_secondary,次级回撤,21.91,11.93,15.3,14.0,17.08,12.6,15.79,13.93,12.89,14.38
603353SH,2026-03-27 14:59:00,33.99,down_natural,自然回升,47.8,33.2,44.54,35.35,49.0,43.18,44.85,46.76,44.54,45.22
603351SH,2026-03-27 14:59:00,24.78,down_natural,自然回升,31.88,23.24,26.6,25.0,29.5,25.2,26.61,28.5,25.81,21.96
603358SH,2026-03-27 14:59:00,30.37,down_natural,自然回升,57.18,27.3,49.7,30.44,53.2,41.1,49.7,43.65,48.41,37.57
603363SH,2026-03-27 14:59:00,3.93,up_natural,自然回撤,4.66,4.01,3.76,4.42,,4.03,,4.39,5.53,4.53
603365SH,2026-03-27 14:59:00,20.48,up_rally,回升,21.95,19.54,19.09,21.3,20.88,19.84,19.65,21.21,19.09,21.9
603360SH,2026-03-27 14:59:00,26.61,down_natural,自然回升,38.98,22.43,28.0,26.85,29.98,26.11,28.07,26.11,27.19,32.32
603357SH,2026-03-27 14:59:00,7.96,down_natural,自然回升,10.24,7.58,8.15,8.11,8.76,7.85,8.16,8.34,7.91,9.84
603345SH,2026-03-27 14:59:00,87.63,up_secondary,次级回撤,103.0,68.57,69.51,90.78,97.5,81.0,79.5,90.31,69.51,92.9
603355SH,2026-03-27 14:59:00,28.13,down_natural,自然回升,38.92,27.07,30.5,28.82,33.6,22.25,30.54,23.64,29.6,24.37
603339SH,2026-03-27 14:59:00,12.87,down_natural,自然回升,15.4,11.78,13.45,13.03,14.45,13.03,13.47,13.19,13.2,14.0
603359SH,2026-03-27 14:59:00,6.15,down_natural,自然回升,10.5,5.75,9.31,6.28,9.91,6.6,9.31,6.9,9.05,9.02
603348SH,2026-03-27 14:59:00,19.36,up_secondary,次级回撤,26.86,21.06,18.28,24.65,24.04,23.1,18.58,24.49,24.28,25.2
603350SH,2026-03-27 14:59:00,34.48,down_natural,自然回升,46.66,32.8,39.52,35.35,46.23,35.5,39.53,39.55,38.52,34.0
603367SH,2026-03-27 14:59:00,16.6,down_natural,自然回升,24.85,15.11,19.69,16.65,21.99,16.14,19.72,16.34,19.1,24.58
603366SH,2026-03-27 14:59:00,10.05,up_secondary,次级回撤,13.4,9.0,9.05,10.49,11.13,9.6,9.62,10.36,9.05,10.56
603368SH,2026-03-27 14:59:00,16.8,up_secondary,次级回撤,24.1,15.12,15.92,20.11,20.92,18.79,16.18,19.94,15.92,20.7
603370SH,2026-03-27 14:59:00,43.65,down,下跌趋势,57.83,42.2,48.81,48.39,51.9,45.12,48.81,45.48,47.49,
603369SH,2026-03-27 14:59:00,27.0,down,下跌趋势,45.6,26.48,31.73,40.88,35.44,38.91,31.74,41.4,30.8,41.94
603373SH,2026-03-27 14:59:00,45.38,down_natural,自然回升,47.46,38.56,40.22,46.27,44.5,38.27,40.57,40.93,40.22,41.2
603381SH,2026-03-27 14:59:00,25.17,down_natural,自然回升,32.22,24.14,28.7,25.69,30.52,24.56,28.7,25.37,27.86,30.2
603377SH,2026-03-27 14:59:00,3.73,up_secondary,次级回撤,4.3,3.62,3.49,3.98,3.88,3.91,3.52,4.15,3.49,4.16
603378SH,2026-03-27 14:59:00,5.76,down_natural,自然回升,10.01,5.29,9.25,5.83,10.06,6.14,9.25,6.14,9.01,8.46
603385SH,2026-03-27 14:59:00,6.68,down_natural,自然回升,7.54,6.05,6.5,6.75,7.0,6.36,6.51,7.32,6.31,7.57
603382SH,2026-03-27 14:59:00,27.3,down,下跌趋势,37.8,26.77,28.61,,31.72,,28.78,,28.03,
603380SH,2026-03-27 14:59:00,33.55,down_natural,自然回升,43.57,31.97,36.56,34.49,40.24,35.4,36.61,35.81,35.47,42.06
603376SH,2026-03-27 14:59:00,33.85,down,下跌趋势,40.27,33.16,34.71,,40.0,,35.0,,33.68,
603383SH,2026-03-27 14:59:00,29.03,up_natural,自然回撤,42.5,35.6,28.31,39.91,,35.63,,39.88,38.68,40.99
603379SH,2026-03-27 14:59:00,63.08,up_rally,回升,78.35,44.83,60.0,56.5,64.25,53.01,66.51,56.22,66.51,58.04
603389SH,2026-03-27 14:59:00,42.37,down_natural,自然回升,51.8,39.52,46.2,42.98,51.5,41.23,46.55,43.85,44.9,48.48
603387SH,2026-03-27 14:59:00,9.9,up_rally,回升,11.42,7.22,8.66,9.18,9.9,8.08,,9.1,8.67,9.44
603375SH,2026-03-27 14:59:00,35.25,down_natural,自然回升,45.97,33.61,37.7,36.09,45.05,35.41,37.73,39.9,36.63,38.26
603391SH,2026-03-27 14:59:00,69.11,down_natural,自然回升,79.33,63.59,69.1,70.5,77.27,62.6,69.15,69.71,67.11,72.02
603390SH,2026-03-27 14:59:00,11.46,down_natural,自然回升,13.3,10.82,11.8,11.68,12.55,11.22,11.8,13.88,11.76,11.91
603392SH,2026-03-27 14:59:00,39.95,down_rally,回撤,80.0,37.85,57.6,41.6,61.99,38.6,57.63,39.08,56.05,78.36
603400SH,2026-03-27 14:59:00,66.4,down_natural,自然回升,75.72,62.0,67.0,67.54,72.3,,67.07,,65.0,
603386SH,2026-03-27 14:59:00,13.21,down_natural,自然回升,16.79,12.4,13.7,13.45,15.25,14.43,13.71,15.99,13.45,16.1
603395SH,2026-03-27 14:59:00,29.8,down,下跌趋势,33.93,29.0,31.2,32.81,33.68,29.81,31.5,32.79,30.38,33.6
603418SH,2026-03-27 14:59:00,50.26,down,下跌趋势,63.5,49.38,53.26,,56.85,,53.26,,51.8,
603393SH,2026-03-27 14:59:00,39.59,down_natural,自然回升,44.0,37.47,38.74,40.15,43.79,26.22,38.81,30.99,38.74,31.78
603408SH,2026-03-27 14:59:00,11.79,down_natural,自然回升,15.37,11.24,13.33,12.07,14.66,12.58,13.34,13.9,13.04,15.33
603416SH,2026-03-27 14:59:00,49.25,down_natural,自然回升,67.7,46.1,53.16,49.46,57.29,59.15,53.26,63.1,51.57,65.09
603399SH,2026-03-27 14:59:00,11.72,up,上升趋势,11.72,9.55,,10.64,,9.95,,10.61,11.2,10.95
603402SH,2026-03-27 14:59:00,138.66,down_natural,自然回升,168.0,127.0,148.33,139.93,165.0,132.01,148.99,137.07,144.58,153.88
603398SH,2026-03-27 14:59:00,11.21,up_secondary,次级回撤,11.8,8.89,10.75,10.08,11.72,9.03,10.82,10.05,9.22,10.21
603409SH,2026-03-27 14:59:00,38.21,up_secondary,次级回撤,40.77,,34.9,,39.79,,35.7,,,
603396SH,2026-03-27 14:59:00,41.18,down_break,破碎,55.58,37.28,43.34,40.89,49.6,37.9,43.43,40.88,42.16,41.22
603421SH,2026-03-27 14:59:00,9.52,down_natural,自然回升,11.36,8.97,9.42,9.58,11.23,7.43,9.45,8.05,9.42,8.19
603444SH,2026-03-27 14:59:00,371.1,down_natural,自然回升,494.0,352.64,424.58,375.3,453.0,372.04,425.1,372.04,412.0,470.0
603439SH,2026-03-27 14:59:00,11.02,down,下跌趋势,14.32,10.49,12.38,12.74,13.65,11.55,12.43,11.95,12.02,13.7
603456SH,2026-03-27 14:59:00,16.59,down_natural,自然回升,22.25,15.11,17.5,16.61,20.2,17.3,17.55,19.25,17.03,19.84
603429SH,2026-03-27 14:59:00,9.36,up,上升趋势,9.36,7.7,,8.95,,8.03,,8.91,8.92,9.01
603458SH,2026-03-27 14:59:00,9.94,down_rally,回撤,13.67,9.27,11.39,10.38,12.25,9.62,11.45,9.7,11.06,9.02
603406SH,2026-03-27 14:59:00,35.07,up_natural,自然回撤,41.65,,34.14,,41.22,,,,,
603477SH,2026-03-27 14:59:00,16.84,up_natural,自然回撤,19.51,16.55,16.33,17.85,,17.1,,18.15,20.85,18.38
603486SH,2026-03-27 14:59:00,61.75,down_natural,自然回升,86.49,58.5,80.84,62.25,86.23,69.5,81.02,69.5,78.51,85.8
603489SH,2026-03-27 14:59:00,32.81,up_rally,回升,37.09,23.9,30.46,31.88,33.2,29.37,29.07,31.85,24.26,32.69
603466SH,2026-03-27 14:59:00,9.27,down_natural,自然回升,14.0,8.78,13.03,9.45,13.85,10.21,13.03,11.05,12.7,11.84
603507SH,2026-03-27 14:59:00,41.78,up,上升趋势,42.43,35.75,,40.77,,38.0,,40.74,36.4,41.96
603511SH,2026-03-27 14:59:00,13.7,down_natural,自然回升,21.4,13.07,17.77,13.94,19.9,14.48,17.8,18.01,17.74,18.74
603508SH,2026-03-27 14:59:00,25.2,down_natural,自然回升,37.54,23.75,34.25,25.25,36.68,25.42,34.26,25.5,33.26,31.79
603506SH,2026-03-27 14:59:00,12.3,down_natural,自然回升,16.04,11.31,12.5,12.5,13.28,11.9,12.5,13.68,12.13,15.08
603517SH,2026-03-27 14:59:00,11.68,down,下跌趋势,16.99,11.09,15.04,12.4,16.63,11.65,15.1,11.65,14.69,15.86
603515SH,2026-03-27 14:59:00,18.97,up_rally,回升,20.74,14.66,17.8,18.33,19.68,14.86,18.16,18.29,16.72,18.79
603519SH,2026-03-27 14:59:00,13.32,down_secondary,次级回升,14.18,11.38,11.76,13.95,13.8,12.14,11.82,13.35,11.5,14.19
603529SH,2026-03-27 14:59:00,32.32,down_break,破碎,47.44,27.55,40.91,32.55,44.6,30.5,40.98,32.48,39.88,33.25
603516SH,2026-03-27 14:59:00,140.38,up_secondary,次级回撤,166.5,141.0,133.66,159.0,145.25,143.98,134.87,158.66,153.03,163.52
603500SH,2026-03-27 14:59:00,10.93,down_natural,自然回升,14.1,10.09,13.1,11.07,14.09,11.3,13.1,11.34,13.1,12.1
603496SH,2026-03-27 14:59:00,28.28,down_secondary,次级回升,36.0,25.4,28.4,39.04,30.37,26.7,28.41,29.44,27.59,39.51
603488SH,2026-03-27 14:59:00,10.17,up_rally,回升,10.96,9.28,9.0,10.21,10.36,9.35,,10.19,10.61,10.38
603518SH,2026-03-27 14:59:00,8.94,down_natural,自然回升,10.98,8.17,9.61,8.97,10.36,9.2,9.65,10.35,9.33,10.68
603527SH,2026-03-27 14:59:00,11.12,up_rally,回升,13.12,9.88,9.41,11.7,11.37,10.36,10.53,11.68,11.3,12.04
603528SH,2026-03-27 14:59:00,8.05,down_natural,自然回升,11.37,7.69,9.98,8.2,11.01,9.68,10.01,11.5,9.72,10.03
603505SH,2026-03-27 14:59:00,17.97,down_natural,自然回升,23.09,17.02,19.91,18.2,21.65,15.62,19.92,16.76,19.33,17.2
603501SH,2026-03-27 14:59:00,101.16,down,下跌趋势,157.5,97.76,126.27,135.33,137.9,115.61,126.4,124.2,122.55,151.24
603535SH,2026-03-27 14:59:00,8.42,up_secondary,次级回撤,13.95,11.6,6.98,13.46,13.67,12.52,7.95,13.42,12.09,13.75
603533SH,2026-03-27 14:59:00,24.55,down_secondary,次级回升,29.7,22.88,26.63,37.62,28.38,23.48,26.63,25.06,26.2,21.12
603536SH,2026-03-27 14:59:00,10.16,down_natural,自然回升,15.77,9.01,14.08,10.2,15.7,10.63,14.19,10.98,13.66,15.0
603538SH,2026-03-27 14:59:00,39.18,up,上升趋势,39.18,18.97,26.46,21.86,31.56,20.47,26.86,21.77,26.46,22.47
603556SH,2026-03-27 14:59:00,34.4,up_natural,自然回撤,43.28,36.49,33.33,39.98,42.57,37.3,,39.7,36.9,40.47
603557SH,2026-03-27 14:59:00,3.84,down,下跌趋势,4.42,3.82,3.99,4.22,4.24,3.84,3.99,3.96,3.99,2.82
603558SH,2026-03-27 14:59:00,13.8,up_natural,自然回撤,15.64,10.85,13.63,12.45,14.74,11.33,,12.39,11.82,12.79
603559SH,2026-03-27 14:59:00,6.77,down_natural,自然回升,7.89,6.55,7.05,6.98,7.8,6.1,7.09,6.55,6.84,6.7
603566SH,2026-03-27 14:59:00,12.5,down_natural,自然回升,15.53,11.8,13.72,12.56,14.65,12.39,13.73,13.5,13.34,15.79
603565SH,2026-03-27 14:59:00,11.29,down_secondary,次级回升,11.69,9.84,10.55,11.4,11.65,10.66,10.56,11.39,10.25,9.23
603567SH,2026-03-27 14:59:00,7.04,down_natural,自然回升,13.48,6.6,12.01,7.06,13.07,8.1,12.03,8.58,11.67,11.35
603551SH,2026-03-27 14:59:00,12.64,up_rally,回升,13.33,10.72,11.2,12.8,12.95,10.92,,12.79,11.05,13.17
603530SH,2026-03-27 14:59:00,58.9,down_rally,回撤,73.93,56.73,65.01,62.13,69.25,57.65,65.04,57.73,63.06,44.93
603499SH,2026-03-27 14:59:00,22.15,down_secondary,次级回升,24.68,20.06,23.02,24.86,24.67,21.44,23.04,23.15,22.34,25.6
603568SH,2026-03-27 14:59:00,26.38,down_natural,自然回升,29.37,25.3,26.9,26.98,28.91,18.2,26.95,22.96,26.1,23.53
603588SH,2026-03-27 14:59:00,14.57,down_break,破碎,16.44,12.89,14.6,14.63,16.26,13.7,14.68,14.6,14.18,14.82
603577SH,2026-03-27 14:59:00,11.22,down_rally,回撤,12.25,10.26,10.66,11.6,11.73,10.75,10.67,10.8,10.39,11.38
603589SH,2026-03-27 14:59:00,24.76,down,下跌趋势,46.39,24.22,34.88,31.35,38.71,27.92,35.0,31.08,34.0,45.7
603580SH,2026-03-27 14:59:00,16.58,down_secondary,次级回升,18.05,14.66,15.38,18.18,16.63,15.92,15.42,17.6,14.96,15.59
603569SH,2026-03-27 14:59:00,6.89,down_natural,自然回升,10.6,6.35,8.14,6.99,8.69,7.44,8.15,7.73,8.0,9.13
603579SH,2026-03-27 14:59:00,19.97,down,下跌趋势,29.85,19.1,21.55,24.42,22.88,22.8,21.55,24.87,20.93,25.19
603587SH,2026-03-27 14:59:00,12.08,down_natural,自然回升,15.72,11.49,13.61,12.22,14.61,12.17,13.62,13.74,13.51,14.0
603586SH,2026-03-27 14:59:00,18.01,down_natural,自然回升,24.15,16.45,18.52,18.48,19.85,17.36,18.53,18.87,17.99,19.09
603583SH,2026-03-27 14:59:00,31.88,down,下跌趋势,40.2,30.78,35.85,35.07,38.93,32.88,35.88,32.96,34.8,37.75
603585SH,2026-03-27 14:59:00,20.74,down_natural,自然回升,23.88,17.18,20.67,20.74,22.61,18.6,20.68,22.38,20.08,22.88
603578SH,2026-03-27 14:59:00,12.94,down_natural,自然回升,17.86,11.96,13.86,13.34,16.68,12.87,13.88,13.95,13.45,14.38
603520SH,2026-03-27 14:59:00,10.91,down_secondary,次级回升,12.82,9.11,10.32,11.18,12.68,9.13,10.33,11.0,10.03,8.72
603590SH,2026-03-27 14:59:00,36.7,down_natural,自然回升,48.37,33.52,41.77,36.96,44.38,38.83,41.77,41.5,40.56,46.22
603595SH,2026-03-27 14:59:00,15.44,down_natural,自然回升,28.22,14.68,21.05,15.66,23.0,15.92,21.05,17.5,20.59,26.2
603598SH,2026-03-27 14:59:00,19.5,down_natural,自然回升,31.4,18.22,24.78,19.75,26.8,20.53,25.03,20.53,24.12,27.0
603607SH,2026-03-27 14:59:00,22.48,down_natural,自然回升,28.79,21.03,25.62,23.3,27.69,21.76,25.72,23.78,24.92,26.49
603609SH,2026-03-27 14:59:00,6.84,down,下跌趋势,9.25,6.5,8.1,7.59,9.23,6.93,8.11,7.58,7.92,7.62
603599SH,2026-03-27 14:59:00,14.32,up_rally,回升,16.39,14.0,12.78,15.43,14.83,14.35,12.81,15.42,12.78,15.87
603602SH,2026-03-27 14:59:00,13.06,down_natural,自然回升,16.66,12.28,13.46,13.29,14.55,14.16,13.47,15.25,13.21,15.82
603605SH,2026-03-27 14:59:00,61.67,down,下跌趋势,101.29,60.27,87.57,76.99,93.26,65.78,87.57,72.3,85.01,89.65
603596SH,2026-03-27 14:59:00,44.77,down,下跌趋势,59.4,43.88,55.29,51.14,58.88,47.68,55.29,47.81,53.86,54.33
603606SH,2026-03-27 14:59:00,57.71,up_natural,自然回撤,70.22,53.81,56.28,62.12,,57.14,,62.1,65.97,63.93
603601SH,2026-03-27 14:59:00,13.22,up_rally,回升,13.44,10.68,12.36,11.69,13.33,10.83,10.71,11.77,10.53,11.95
603619SH,2026-03-27 14:59:00,35.22,down_natural,自然回升,48.18,33.51,40.08,35.55,44.5,33.7,41.4,33.7,40.08,33.88
603600SH,2026-03-27 14:59:00,10.38,down_natural,自然回升,13.25,9.8,11.37,10.59,12.25,9.38,11.38,9.96,11.03,10.15
603611SH,2026-03-27 14:59:00,20.81,down,下跌趋势,25.27,20.24,22.62,21.88,24.56,20.39,22.63,20.45,21.95,24.34
603608SH,2026-03-27 14:59:00,9.88,down_rally,回撤,12.77,9.39,11.4,10.41,12.55,9.67,11.45,9.78,11.06,12.07
603610SH,2026-03-27 14:59:00,15.8,up_natural,自然回撤,20.92,17.02,15.51,19.64,,18.36,,19.55,17.55,20.22
603618SH,2026-03-27 14:59:00,24.28,up,上升趋势,24.28,7.58,20.68,9.3,23.5,7.91,19.44,9.04,14.51,9.94
603628SH,2026-03-27 14:59:00,16.35,up_natural,自然回撤,17.47,13.25,16.04,14.41,16.29,13.46,15.09,14.37,13.26,14.83
603629SH,2026-03-27 14:59:00,64.58,down_rally,回撤,71.88,55.17,58.0,68.29,61.9,63.32,58.01,64.18,56.32,68.0
603630SH,2026-03-27 14:59:00,15.87,down_natural,自然回升,25.51,14.76,18.8,16.0,21.34,22.06,18.81,23.55,18.24,23.95
603633SH,2026-03-27 14:59:00,7.62,down_natural,自然回升,11.87,7.21,9.7,7.86,10.7,7.85,9.71,7.85,9.41,11.38
603636SH,2026-03-27 14:59:00,9.28,down_natural,自然回升,15.02,8.81,12.66,9.44,14.86,9.84,12.69,9.99,12.35,13.15
603617SH,2026-03-27 14:59:00,7.26,down_natural,自然回升,10.39,6.78,9.1,7.41,10.24,6.83,9.11,7.93,8.85,8.23
603626SH,2026-03-27 14:59:00,21.78,down_break,破碎,24.55,19.48,22.16,22.18,24.5,20.53,22.17,22.13,21.5,22.33
603638SH,2026-03-27 14:59:00,19.64,down_natural,自然回升,25.85,18.96,21.15,20.2,23.15,18.33,21.17,20.69,20.53,21.27
603639SH,2026-03-27 14:59:00,13.38,down_secondary,次级回升,13.78,10.97,12.1,16.28,13.0,12.18,12.12,14.95,11.96,12.91
603648SH,2026-03-27 14:59:00,9.81,down_natural,自然回升,12.5,9.18,10.4,9.94,11.55,9.82,10.41,9.82,10.1,11.65
603655SH,2026-03-27 14:59:00,37.81,down_rally,回撤,47.5,36.09,39.77,40.87,45.95,37.25,39.78,38.4,38.98,42.09
603637SH,2026-03-27 14:59:00,12.16,down_natural,自然回升,13.63,10.6,11.86,12.24,13.62,10.1,11.88,11.08,11.65,11.42
603615SH,2026-03-27 14:59:00,18.76,down,下跌趋势,29.68,18.64,22.1,22.43,27.45,18.88,22.12,20.11,21.45,25.8
603612SH,2026-03-27 14:59:00,26.28,down_rally,回撤,36.35,25.03,30.12,27.3,35.48,25.29,30.17,25.33,29.51,25.54
603616SH,2026-03-27 14:59:00,6.6,down_natural,自然回升,9.26,6.28,8.21,6.72,8.78,6.48,8.21,7.18,8.21,5.84
603613SH,2026-03-27 14:59:00,24.98,down,下跌趋势,32.23,24.03,26.07,28.57,27.77,25.32,26.08,26.83,25.32,31.6
603656SH,2026-03-27 14:59:00,22.24,down_natural,自然回升,26.5,20.46,23.96,22.36,26.08,21.57,24.0,23.06,23.25,23.5
603657SH,2026-03-27 14:59:00,25.38,down_natural,自然回升,34.21,23.81,29.36,25.63,32.8,26.31,29.37,27.8,28.64,33.2
603650SH,2026-03-27 14:59:00,50.51,down_natural,自然回升,64.77,47.08,58.16,51.0,63.1,52.58,58.37,53.51,56.63,45.78
603659SH,2026-03-27 14:59:00,34.26,up,上升趋势,35.43,14.3,29.0,16.19,33.5,15.01,30.19,16.18,25.1,16.61
603666SH,2026-03-27 14:59:00,26.23,down,下跌趋势,38.69,25.92,35.69,29.53,37.9,27.4,35.69,27.74,34.7,34.2
